region,region_std,year,production,area_total,temp_annual_mean,prec_annual_sum,temp_grow_mean,prec_grow_sum,prec_winter_sum,temp_annual_lag1,prec_annual_lag1,temp_grow_lag1,prec_grow_lag1
Карачаево-Черкесская Республика,Карачаево-Черкесская Республика,2018,437900.0,106.845,5.814469,1286.9597983101764,12.118342,749.7291045680822,485.70210096275946,4.5621915,1395.302410762353,11.441289,883.3558651883918
Карачаево-Черкесская Республика,Карачаево-Черкесская Республика,2019,493900.0,100.397,5.264138,1188.9128293675112,11.307911,800.8954499270543,390.93611205234583,5.814469,1286.9597983101764,12.118342,749.7291045680822
Карачаево-Черкесская Республика,Карачаево-Черкесская Республика,2020,353200.0,104.202,5.21765,1099.6802143596383,11.255458,689.0844352862921,331.3905022528516,5.264138,1188.9128293675112,11.307911,800.8954499270543
Карачаево-Черкесская Республика,Карачаево-Черкесская Республика,2021,406200.0,90.567,4.7107186,1558.1770807238947,11.31474,1000.9188852288637,446.8238719459399,5.21765,1099.6802143596383,11.255458,689.0844352862921
Карачаево-Черкесская Республика,Карачаево-Черкесская Республика,2022,409700.0,81.39785,4.6927266,1087.858094455966,11.340581,725.5482812254544,418.4809600868857,4.7107186,1558.1770807238947,11.31474,1000.9188852288637
Карачаево-Черкесская Республика,Карачаево-Черкесская Республика,2023,566400.0,95.71887,5.509041,775.6529697609774,11.459354,431.65682026007806,187.94555854626807,4.6927266,1087.858094455966,11.340581,725.5482812254544
Кемеровская область - Кузбасс,Кемеровская область - Кузбасс,2022,,625.70082,1.4278444,575.9245602863487,12.534733,394.0947009941696,264.1956732695523,1.2904139,812.5036131595926,12.034484,392.4192664564277
Кемеровская область - Кузбасс,Кемеровская область - Кузбасс,2023,,635.26973,2.2174256,434.26524091035213,12.116684,222.0471325824259,146.83858014232965,1.4278444,575.9245602863487,12.534733,394.0947009941696
Кировская область,Кировская область,2007,493620.0,398.455,3.4184704,798.4766162008993,12.667938,498.0882427131636,149.08378828976217,,,,
Кировская область,Кировская область,2008,606990.0,396.189,4.388203,767.8619680881276,11.746844,432.7606594983835,260.9391600003866,3.4184704,798.4766162008993,12.667938,498.0882427131636
Кировская область,Кировская область,2009,706164.0,367.708,2.8417246,703.3893932677072,11.946342,377.9985887055246,219.57116227208638,4.388203,767.8619680881276,11.746844,432.7606594983835
Кировская область,Кировская область,2010,460200.0,327.442,2.7562025,590.774934076406,14.452716,288.75934627900256,208.1319894776542,2.8417246,703.3893932677072,11.946342,377.9985887055246
Кировская область,Кировская область,2011,735700.0,349.283,2.8451712,696.4028052341528,12.835355,379.0986488222467,249.58407314372613,2.7562025,590.774934076406,14.452716,288.75934627900256
Кировская область,Кировская область,2012,555000.0,324.277,2.775266,808.3600115748728,13.202054,496.30292363991464,229.86832002591643,2.8451712,696.4028052341528,12.835355,379.0986488222467
Кировская область,Кировская область,2013,419900.0,320.758,3.7137527,709.2019447589222,13.248187,326.0980246459976,257.8197220663603,2.775266,808.3600115748728,13.202054,496.30292363991464
Кировская область,Кировская область,2014,671200.0,319.844,2.9249866,650.0812749398883,12.292289,341.4679542483823,285.2269274768745,3.7137527,709.2019447589222,13.248187,326.0980246459976
Кировская область,Кировская область,2015,583900.0,312.043,3.7477496,778.6556172587013,12.470328,448.93230108896717,213.8059710198798,2.9249866,650.0812749398883,12.292289,341.4679542483823
Кировская область,Кировская область,2016,526500.0,313.731,3.700165,677.4017282756604,14.073432,381.796520604489,281.84930357514946,3.7477496,778.6556172587013,12.470328,448.93230108896717
Кировская область,Кировская область,2017,557900.0,310.047,2.9579704,832.1645709876093,10.855682,516.2072600316399,241.35499795012862,3.700165,677.4017282756604,14.073432,381.796520604489
Кировская область,Кировская область,2018,570000.0,298.863,2.636783,687.8480172789244,12.297538,401.4864478027904,241.45605064163033,2.9579704,832.1645709876093,10.855682,516.2072600316399
Кировская область,Кировская область,2019,623600.0,291.834,3.4439561,840.8704747857427,11.288953,397.1558496552555,254.8522992446706,2.636783,687.8480172789244,12.297538,401.4864478027904
Кировская область,Кировская область,2020,652200.0,306.943,4.468653,708.5628299543844,12.2953825,417.1060815391007,337.228957372176,3.4439561,840.8704747857427,11.288953,397.1558496552555
Кировская область,Кировская область,2021,521800.0,315.303,3.0764854,667.5051127252975,13.862203,309.68912626481494,210.83719917251705,4.468653,708.5628299543844,12.2953825,417.1060815391007
Кировская область,Кировская область,2022,747300.0,317.58093,3.5590477,573.8915713119725,12.429408,354.79608254324626,262.12823231847716,3.0764854,667.5051127252975,13.862203,309.68912626481494
Кировская область,Кировская область,2023,714000.0,315.26108,3.9725945,335.50760545052947,13.758874,154.63022834940293,138.60695171877222,3.5590477,573.8915713119725,12.429408,354.79608254324626
Костромская область,Костромская область,2007,92930.0,72.816,4.589933,724.2656237414647,13.210167,407.7581231209623,145.55023295738738,,,,
Костромская область,Костромская область,2008,82590.0,74.92399999999999,5.0369725,846.5554010699709,11.90635,492.02475942322957,297.89991662789987,4.589933,724.2656237414647,13.210167,407.7581231209623
Костромская область,Костромская область,2009,83695.50000000001,63.417,3.9114227,742.9081151244186,12.481121,364.79382134257975,234.0404869178673,5.0369725,846.5554010699709,11.90635,492.02475942322957
Костромская область,Костромская область,2010,48700.0,51.874,3.673546,658.2558511824658,15.11939,344.7045817080466,229.53903823710365,3.9114227,742.9081151244186,12.481121,364.79382134257975
Костромская область,Костромская область,2011,68000.0,47.93000000000001,3.8843963,690.3935915403939,13.1412735,374.4287125179907,267.95935693473524,3.673546,658.2558511824658,15.11939,344.7045817080466
Костромская область,Костромская область,2012,59900.0,45.15,3.2998211,854.5298491341598,13.348717,471.3189861343536,269.44083890634954,3.8843963,690.3935915403939,13.1412735,374.4287125179907
Костромская область,Костромская область,2013,46200.0,42.87500000000001,4.5342193,716.4209526807585,13.457789,370.43915364410714,273.80872299893076,3.2998211,854.5298491341598,13.348717,471.3189861343536
Костромская область,Костромская область,2014,65400.00000000001,41.073,4.4160824,607.9322015038365,13.346328,340.25972007244053,253.03131616586472,4.5342193,716.4209526807585,13.457789,370.43915364410714
Костромская область,Костромская область,2015,60100.0,38.928,4.810971,753.6587735059393,12.856397,457.2014128079404,212.01963753472546,4.4160824,607.9322015038365,13.346328,340.25972007244053
Костромская область,Костромская область,2016,54400.0,39.286,4.5287538,760.5254221494064,14.050006,425.05297000519124,295.9024275320691,4.810971,753.6587735059393,12.856397,457.2014128079404
Костромская область,Костромская область,2017,41600.0,36.039,3.776597,843.1758458436955,11.315395,491.0344567460802,263.848588391945,4.5287538,760.5254221494064,14.050006,425.05297000519124
Костромская область,Костромская область,2018,41400.0,31.523,3.823964,702.7188127382751,13.400401,416.09165134097077,285.1917929361651,3.776597,843.1758458436955,11.315395,491.0344567460802
Костромская область,Костромская область,2019,,31.464,4.696034,819.6336489432043,12.054263,377.69672659349135,239.15317574891694,3.823964,702.7188127382751,13.400401,416.09165134097077
Костромская область,Костромская область,2020,,28.309,5.3935027,735.0073888742434,12.526713,435.7209296263916,327.3693837009983,4.696034,819.6336489432043,12.054263,377.69672659349135
Костромская область,Костромская область,2021,39100.0,28.987,3.989621,687.3207023371478,14.350719,334.1184095904812,226.66347422041162,5.3935027,735.0073888742434,12.526713,435.7209296263916
Костромская область,Костромская область,2022,57300.0,26.9164,4.3600554,532.4069535309102,12.878005,323.21116998456256,251.8117804017031,3.989621,687.3207023371478,14.350719,334.1184095904812
Костромская область,Костромская область,2023,63900.0,25.5816,4.6662664,369.49727018016245,13.847946,168.94421725981422,139.49176572695438,4.3600554,532.4069535309102,12.878005,323.21116998456256
Краснодарский край,Краснодарский край,2007,8128130.0,2114.962,12.143216,714.7757808365745,19.83655,315.2629070408944,192.62045344410603,,,,
Краснодарский край,Краснодарский край,2008,11634350.0,2239.813,11.215164,685.753519469028,18.594793,398.1071787660285,306.9749973354312,12.143216,714.7757808365745,19.83655,315.2629070408944
Краснодарский край,Краснодарский край,2009,9485958.5,2192.98,11.650143,831.0399536065628,18.021112,384.2333961570194,343.59351965705787,11.215164,685.753519469028,18.594793,398.1071787660285
Краснодарский край,Краснодарский край,2010,9942600.0,2152.927,12.907143,783.8066995328647,20.473166,324.77418809275576,415.26464896849814,11.650143,831.0399536065628,18.021112,384.2333961570194
Краснодарский край,Краснодарский край,2011,11454600.0,2173.546,10.226215,769.0260436693195,18.286295,421.0977919277256,315.2532041495246,12.907143,783.8066995328647,20.473166,324.77418809275576
Краснодарский край,Краснодарский край,2012,8839200.0,2161.273,11.634437,634.4445037567202,20.451807,315.6279077468408,268.5561251941444,10.226215,769.0260436693195,18.286295,421.0977919277256
Краснодарский край,Краснодарский край,2013,12037600.0,2384.3,12.0749235,716.4204709990521,19.424723,351.69901050628954,305.8688355630877,11.634437,634.4445037567202,20.451807,315.6279077468408
Краснодарский край,Краснодарский край,2014,12870800.0,2404.654,11.775628,763.5331888181163,19.687433,408.0000837987095,278.17555249088764,12.0749235,716.4204709990521,19.424723,351.69901050628954
Краснодарский край,Краснодарский край,2015,13710600.0,2444.265,12.183135,715.6806110015365,19.720217,352.05647902597667,248.50327327416812,11.775628,763.5331888181163,19.687433,408.0000837987095
Краснодарский край,Краснодарский край,2016,13979000.0,2470.278,11.570443,849.2134983175408,19.459291,436.7878905692197,363.16098858173183,12.183135,715.6806110015365,19.720217,352.05647902597667
Краснодарский край,Краснодарский край,2017,14107500.0,2455.912,12.039555,726.0142449019789,19.456778,358.09110098145254,303.7586027148831,11.570443,849.2134983175408,19.459291,436.7878905692197
Краснодарский край,Краснодарский край,2018,12726200.0,2424.697,12.704249,651.9173558146623,20.786173,221.35545360528664,341.81689216373974,12.039555,726.0142449019789,19.456778,358.09110098145254
Краснодарский край,Краснодарский край,2019,13881100.0,2464.312,12.558724,611.143904649884,19.627365,308.09430211749725,348.94100580497974,12.704249,651.9173558146623,20.786173,221.35545360528664
Краснодарский край,Краснодарский край,2020,12105000.0,2532.408,12.680828,523.6720279968973,19.571365,268.7235935098691,227.31686742718335,12.558724,611.143904649884,19.627365,308.09430211749725
Краснодарский край,Краснодарский край,2021,14798700.0,2587.705,11.602333,984.770320451053,18.929714,563.0470858963928,312.0387185867811,12.680828,523.6720279968973,19.571365,268.7235935098691
Краснодарский край,Краснодарский край,2022,15461300.0,2440.07944,11.995884,625.0864579831933,19.238663,314.95909081917966,373.95028777687537,11.602333,984.770320451053,18.929714,563.0470858963928
Краснодарский край,Краснодарский край,2023,13986900.0,2518.27761,12.692075,511.0299185640873,19.277288,223.48375390451724,144.62383667488146,11.995884,625.0864579831933,19.238663,314.95909081917966
Красноярский край,Красноярский край,2007,1811080.0,921.197,-7.8304505,611.2456099417085,4.350409,405.33787424996336,71.50307293196126,,,,
Красноярский край,Красноярский край,2008,2154570.0,970.764,-8.32986,572.0921311983798,3.2885923,354.1036338279527,157.68636791168996,-7.8304505,611.2456099417085,4.350409,405.33787424996336
Красноярский край,Красноярский край,2009,2377862.7,1015.491,-9.501615,472.7878733218114,4.181826,325.0428769228706,129.894246908003,-8.32986,572.0921311983798,3.2885923,354.1036338279527
Красноярский край,Красноярский край,2010,2070900.0,978.234,-9.889522,560.1259095108778,3.140021,393.48770193215904,103.64230799914452,-9.501615,472.7878733218114,4.181826,325.0428769228706
Красноярский край,Красноярский край,2011,2359200.0,999.228,-6.7002044,558.5505179396912,5.4230123,363.2678232773147,132.61604724760898,-9.889522,560.1259095108778,3.140021,393.48770193215904
Красноярский край,Красноярский край,2012,1786800.0,1003.544,-7.9817276,451.11100159018173,5.0885234,306.0848665841923,127.303702652734,-6.7002044,558.5505179396912,5.4230123,363.2678232773147
Красноярский край,Красноярский край,2013,2214500.0,1035.856,-8.359057,497.92985108821665,4.6601114,299.44952107223367,103.945406462518,-7.9817276,451.11100159018173,5.0885234,306.0848665841923
Красноярский край,Красноярский край,2014,2208200.0,1042.36,-8.888213,571.0108075733726,4.03198,396.3187746035509,149.27721552097546,-8.359057,497.92985108821665,4.6601114,299.44952107223367
Красноярский край,Красноярский край,2015,2253900.0,1045.923,-7.498441,560.6092421298539,4.655053,368.54256824685496,159.42500014428538,-8.888213,571.0108075733726,4.03198,396.3187746035509
Красноярский край,Красноярский край,2016,2353500.0,1056.135,-7.3534355,425.8228170921394,5.1666718,271.57099354745196,133.58380399351404,-7.498441,560.6092421298539,4.655053,368.54256824685496
Красноярский край,Красноярский край,2017,1921700.0,1048.303,-7.6182694,565.146419012788,3.3426914,364.67990610076095,135.28752220965166,-7.3534355,425.8228170921394,5.1666718,271.57099354745196
Красноярский край,Красноярский край,2018,1890000.0,951.228,-8.0843,529.4719801234858,4.2313933,330.93206710918525,138.95876564433678,-7.6182694,565.146419012788,3.3426914,364.67990610076095
Красноярский край,Красноярский край,2019,2182300.0,914.522,-7.019078,536.3579326237975,5.068317,342.61569805659883,145.79271772467334,-8.0843,529.4719801234858,4.2313933,330.93206710918525
Красноярский край,Красноярский край,2020,2668300.0,932.996,-4.8057,582.3908998024946,7.364334,333.00905005309164,168.67986355781733,-7.019078,536.3579326237975,5.068317,342.61569805659883
Красноярский край,Красноярский край,2021,2627100.0,930.28,-8.8370695,532.5576322118096,4.9672403,339.5430440921725,146.16613578261928,-4.8057,582.3908998024946,7.364334,333.00905005309164
Красноярский край,Красноярский край,2022,2871500.0,955.24056,-7.022142,454.014040253084,4.554488,320.87009713434253,136.6444680408179,-8.8370695,532.5576322118096,4.9672403,339.5430440921725
Красноярский край,Красноярский край,2023,2461200.0,938.05358,-7.701135,299.186664556329,4.344872,188.8046479838321,76.74519726923202,-7.022142,454.014040253084,4.554488,320.87009713434253
Курганская область,Курганская область,2007,1556500.0,1026.896,3.7932136,509.3914990616143,14.368348,359.46623415494906,82.74640630384955,,,,
Курганская область,Курганская область,2008,1595270.0,1091.016,4.449422,500.64850438656543,13.978676,354.2296620987148,126.32222693768456,3.7932136,509.3914990616143,14.368348,359.46623415494906
Курганская область,Курганская область,2009,1672822.4999999998,1186.786,2.8004847,451.47509219255784,13.634046,294.9189476055865,108.760200714956,4.449422,500.64850438656543,13.978676,354.2296620987148
Курганская область,Курганская область,2010,866100.0,1109.918,2.5187013,352.770787276134,15.354881,170.71912399272833,121.44702845089014,2.8004847,451.47509219255784,13.634046,294.9189476055865
Курганская область,Курганская область,2011,2401500.0,1136.007,2.269645,515.4577769373504,14.110198,364.6431409142933,174.48659035328262,2.5187013,352.770787276134,15.354881,170.71912399272833
Курганская область,Курганская область,2012,933200.0,1145.16,3.476876,419.6497284602284,16.313776,233.05134852642158,98.59767578900062,2.269645,515.4577769373504,14.110198,364.6431409142933
Курганская область,Курганская область,2013,1344200.0,1146.669,3.6398175,528.9103951575207,13.815528,329.3357338037367,191.29001670441912,3.476876,419.6497284602284,16.313776,233.05134852642158
Курганская область,Курганская область,2014,1267200.0,1134.638,2.388537,544.2844637153927,13.269055,322.0080728082845,151.3539012431869,3.6398175,528.9103951575207,13.815528,329.3357338037367
Курганская область,Курганская область,2015,1621900.0,1070.608,3.3576548,553.4371653393098,13.7929535,361.685636570869,103.05024423613011,2.388537,544.2844637153927,13.269055,322.0080728082845
Курганская область,Курганская область,2016,1813200.0,1100.424,2.9074838,523.8737547582766,15.304615,348.8188347994736,156.9070210645013,3.3576548,553.4371653393098,13.7929535,361.685636570869
Курганская область,Курганская область,2017,2062900.0,1107.936,3.247118,425.5576339688177,13.741227,297.24948604492414,132.15818365100372,2.9074838,523.8737547582766,15.304615,348.8188347994736
Курганская область,Курганская область,2018,1657300.0,1041.601,2.100248,466.67425088822495,12.99668,311.1024245705251,79.92073239750364,3.247118,425.5576339688177,13.741227,297.24948604492414
Курганская область,Курганская область,2019,1780700.0,1061.086,3.4434805,503.44019067350547,13.841262,326.10734149529685,135.27618047012746,2.100248,466.67425088822495,12.99668,311.1024245705251
Курганская область,Курганская область,2020,1431800.0,1091.769,5.3386884,471.1225358386299,15.476266,297.7802557545975,137.66421252569404,3.4434805,503.44019067350547,13.841262,326.10734149529685
Курганская область,Курганская область,2021,1054200.0,1042.779,3.6493552,331.51402823879414,15.752929,161.64070839821375,121.2942295592203,5.3386884,471.1225358386299,15.476266,297.7802557545975
Курганская область,Курганская область,2022,2172100.0,994.397,3.4002883,390.35171838418813,14.6123705,265.14730239083724,124.84763506809259,3.6493552,331.51402823879414,15.752929,161.64070839821375
Курганская область,Курганская область,2023,1545700.0,1064.60227,4.81807,237.13926081737026,15.530801,120.97157823276922,82.67746043741646,3.4002883,390.35171838418813,14.6123705,265.14730239083724
Курская область,Курская область,2007,1923000.0,840.227,7.9866576,638.0038299969057,16.159962,347.67458727665064,148.84664215271067,,,,
Курская область,Курская область,2008,3351540.0,979.434,7.991916,579.2047522674246,15.585033,333.3376389829124,218.7587035943822,7.9866576,638.0038299969057,16.159962,347.67458727665064
Курская область,Курская область,2009,3054059.8,1002.114,7.4462094,625.6897962918368,15.765765,245.67738701039698,251.54152228148973,7.991916,579.2047522674246,15.585033,333.3376389829124
Курская область,Курская область,2010,1526400.0,895.241,7.92704,583.7718086205605,18.526724,238.05358800226597,245.57845021195527,7.4462094,625.6897962918368,15.765765,245.67738701039698
Курская область,Курская область,2011,2649400.0,960.313,6.775345,573.6005276056325,16.31026,357.308500700026,264.37400200352437,7.92704,583.7718086205605,18.526724,238.05358800226597
Курская область,Курская область,2012,2844200.0,950.928,7.3689103,689.7290152522122,17.31167,345.16913275689615,242.10570723908702,6.775345,573.6005276056325,16.31026,357.308500700026
Курская область,Курская область,2013,3602500.0,1009.3,7.6971436,652.6447065551107,16.21163,365.13464382508903,275.51983213657286,7.3689103,689.7290152522122,17.31167,345.16913275689615
Курская область,Курская область,2014,4211800.0,982.384,7.7194867,461.601900237835,16.649412,263.35910569941854,177.8640222309566,7.6971436,652.6447065551107,16.21163,365.13464382508903
Курская область,Курская область,2015,3586600.0,1066.015,8.090247,629.0743007175988,16.237326,342.1203769935522,195.28419685509147,7.7194867,461.601900237835,16.649412,263.35910569941854
Курская область,Курская область,2016,4379800.0,1056.874,7.4195304,870.3962767617005,16.197262,475.2698220441981,344.53844922955443,8.090247,629.0743007175988,16.237326,342.1203769935522
Курская область,Курская область,2017,5034100.0,1023.434,7.711969,632.7682489882155,15.595653,279.8049133719468,252.60745816943123,7.4195304,870.3962767617005,16.197262,475.2698220441981
Курская область,Курская область,2018,4525600.0,969.128,7.283752,553.1922055728188,17.205471,266.9270881557247,335.1745961404428,7.711969,632.7682489882155,15.595653,279.8049133719468
Курская область,Курская область,2019,4975800.0,967.613,8.629615,584.7789640603996,16.380877,318.98428134482083,223.29209021220845,7.283752,553.1922055728188,17.205471,266.9270881557247
Курская область,Курская область,2020,5845200.0,1041.14,9.1230545,584.8406375073805,16.068537,341.6338302654464,189.8583854605512,8.629615,584.7789640603996,16.380877,318.98428134482083
Курская область,Курская область,2021,4499100.0,1002.638,7.400603,657.3462747425568,16.432203,381.5190778688687,243.0173505541755,9.1230545,584.8406375073805,16.068537,341.6338302654464
Курская область,Курская область,2022,5734900.0,992.35588,7.5829425,666.4767582733457,15.584038,411.6293873871245,250.0688372056659,7.400603,657.3462747425568,16.432203,381.5190778688687
Курская область,Курская область,2023,5508800.0,958.555,8.309234,399.5139584298904,16.311312,149.26268870143628,134.5915630940257,7.5829425,666.4767582733457,15.584038,411.6293873871245
Ленинградская область,Ленинградская область,2007,85430.0,29.053,5.3514094,741.3557021257367,12.734736,463.02188882729513,134.39057313536264,,,,
Ленинградская область,Ленинградская область,2008,98300.0,34.003,5.831754,886.4701066181623,11.643992,461.1264828035198,277.60857362515617,5.3514094,741.3557021257367,12.734736,463.02188882729513
Ленинградская область,Ленинградская область,2009,105937.8,36.462,4.7400284,888.947651790884,12.04673,495.62584696040165,260.50609325862615,5.831754,886.4701066181623,11.643992,461.1264828035198
Ленинградская область,Ленинградская область,2010,79200.0,31.556,4.0818214,746.7535212791694,13.985776,394.1664653107732,288.86167208520345,4.7400284,888.947651790884,12.04673,495.62584696040165
Ленинградская область,Ленинградская область,2011,94000.0,37.131,5.334224,849.672007529897,13.035691,492.0658873445502,307.1360355655089,4.0818214,746.7535212791694,13.985776,394.1664653107732
Ленинградская область,Ленинградская область,2012,100100.0,34.871,4.0068874,862.7314882023182,12.215764,483.2288484882133,286.3561931600283,5.334224,849.672007529897,13.035691,492.0658873445502
Ленинградская область,Ленинградская область,2013,108600.0,35.343,5.4471107,748.5048349728647,13.152045,422.42171895100495,234.76623322075127,4.0068874,862.7314882023182,12.215764,483.2288484882133
Ленинградская область,Ленинградская область,2014,127400.0,38.565,5.8830876,712.8647807179522,13.248864,442.08372655837655,283.0754611483385,5.4471107,748.5048349728647,13.152045,422.42171895100495
Ленинградская область,Ленинградская область,2015,145800.0,41.821,6.1808534,755.2800709173642,12.468993,435.93843960814655,263.3686687539745,5.8830876,712.8647807179522,13.248864,442.08372655837655
Ленинградская область,Ленинградская область,2016,117400.0,46.741,5.339109,919.1182083022603,13.34513,579.5546052274764,287.6027744749699,6.1808534,755.2800709173642,12.468993,435.93843960814655
Ленинградская область,Ленинградская область,2017,126100.0,41.787,4.8624,892.1449424633215,10.941571,537.0257866738297,269.72700144930565,5.339109,919.1182083022603,13.34513,579.5546052274764
Ленинградская область,Ленинградская область,2018,120300.0,38.453,5.5429482,671.5839468860249,13.903633,426.15548440173677,258.6680531596067,4.8624,892.1449424633215,10.941571,537.0257866738297
Ленинградская область,Ленинградская область,2019,145600.0,39.388,5.860519,846.2519747349731,12.440801,360.589247672171,272.2642363718628,5.5429482,671.5839468860249,13.903633,426.15548440173677
Ленинградская область,Ленинградская область,2020,160700.0,41.433,6.9691234,821.4876394580181,12.527932,432.8672376048749,373.75029743910716,5.860519,846.2519747349731,12.440801,360.589247672171
Ленинградская область,Ленинградская область,2021,140000.0,42.617,4.905535,834.1601889661518,13.395599,456.757963922815,249.45651055882308,6.9691234,821.4876394580181,12.527932,432.8672376048749
Ленинградская область,Ленинградская область,2022,172400.0,45.53666,5.3079987,641.5232095885926,12.333709,399.84561923284406,313.2560114779834,4.905535,834.1601889661518,13.395599,456.757963922815
Ленинградская область,Ленинградская область,2023,157000.0,44.43431,5.583777,425.02169194767106,13.60575,177.0094667089345,161.460943908223,5.3079987,641.5232095885926,12.333709,399.84561923284406
Липецкая область,Липецкая область,2007,1787700.0,722.0310000000001,7.4498286,616.0914995149238,16.156754,329.12348981215445,135.59228920715827,,,,
Липецкая область,Липецкая область,2008,2913360.0,797.595,7.7194076,562.765132865972,15.675696,321.6963374914578,232.37392003871042,7.4498286,616.0914995149238,16.156754,329.12348981215445
Липецкая область,Липецкая область,2009,2725234.0,809.267,6.823181,546.2964122920861,15.500089,236.4911292158527,224.13069181530562,7.7194076,562.765132865972,15.675696,321.6963374914578
Липецкая область,Липецкая область,2010,1214500.0,760.074,7.3090777,538.8427953306172,18.611336,219.08780462101652,209.84333807285185,6.823181,546.2964122920861,15.500089,236.4911292158527
Липецкая область,Липецкая область,2011,1972500.0,790.974,6.3073897,569.2114752685582,16.380983,333.42887734557377,268.43994641396,7.3090777,538.8427953306172,18.611336,219.08780462101652
Липецкая область,Липецкая область,2012,1866500.0,756.571,6.7628765,710.7694227534496,16.934164,369.3313433451601,268.4722860278906,6.3073897,569.2114752685582,16.380983,333.42887734557377
Липецкая область,Липецкая область,2013,2541400.0,781.631,7.3376517,613.6621651412161,16.25124,370.49564453425967,216.07048809086834,6.7628765,710.7694227534496,16.934164,369.3313433451601
Липецкая область,Липецкая область,2014,2527500.0,762.188,7.2843533,416.30602903760695,16.64913,213.23458252520658,171.5561179559172,7.3376517,613.6621651412161,16.25124,370.49564453425967
Липецкая область,Липецкая область,2015,2386100.0,806.906,7.7106643,605.483647014072,16.130068,339.1302531152779,159.83523042637992,7.2843533,416.30602903760695,16.64913,213.23458252520658
Липецкая область,Липецкая область,2016,2877200.0,820.7429999999999,7.0644155,801.2417580647233,16.211702,422.2755337144122,367.2909994044422,7.7106643,605.483647014072,16.130068,339.1302531152779
Липецкая область,Липецкая область,2017,3134400.0,781.641,7.0493183,654.0054917537872,15.122566,279.08239537845424,256.8556229457443,7.0644155,801.2417580647233,16.211702,422.2755337144122
Липецкая область,Липецкая область,2018,2949500.0,754.141,6.8383193,499.9442939693913,17.10803,230.8078156115464,318.4192108743721,7.0493183,654.0054917537872,15.122566,279.08239537845424
Липецкая область,Липецкая область,2019,3344400.0,796.567,8.076957,561.8851442850298,16.186348,293.92264633358997,209.76534091616855,6.8383193,499.9442939693913,17.10803,230.8078156115464
Липецкая область,Липецкая область,2020,4278500.0,839.475,8.579044,522.4288990008242,15.885755,285.73944087197754,195.61182760290893,8.076957,561.8851442850298,16.186348,293.92264633358997
Липецкая область,Липецкая область,2021,2986300.0,821.155,7.171436,610.1402754180225,16.921814,340.0003673489447,221.3529702000044,8.579044,522.4288990008242,15.885755,285.73944087197754
Липецкая область,Липецкая область,2022,4001100.0,834.62463,7.322931,640.6991373662963,15.798184,345.84428392718604,269.61054775817894,7.171436,610.1402754180225,16.921814,340.0003673489447
Липецкая область,Липецкая область,2023,3653200.0,794.66834,7.733455,384.0165510971421,16.089777,145.07202257611502,151.93691643134312,7.322931,640.6991373662963,15.798184,345.84428392718604
Московская область,Московская область,2007,190640.0,85.793,6.402533,676.584621953285,14.701907,354.4877964790793,148.5809690326765,,,,
Московская область,Московская область,2008,243800.0,94.809,6.7189465,784.8402734040499,13.664111,499.2151464225649,232.0512938356471,6.402533,676.584621953285,14.701907,354.4877964790793
Московская область,Московская область,2009,237149.8,84.27600000000001,5.6300664,744.6179483912696,13.642693,395.7747011495673,208.00586263011064,6.7189465,784.8402734040499,13.664111,499.2151464225649
Московская область,Московская область,2010,172200.0,85.41000000000001,5.915203,618.2683945919263,16.968967,320.5729570919606,212.99775702386782,5.6300664,744.6179483912696,13.642693,395.7747011495673
Московская область,Московская область,2011,221800.0,94.405,5.863455,637.4350242793471,14.994813,374.3705924326691,250.01037419744875,5.915203,618.2683945919263,16.968967,320.5729570919606
Московская область,Московская область,2012,238800.0,94.574,5.1420555,850.9884714895281,14.812026,460.98711213590144,265.582498449525,5.863455,637.4350242793471,14.994813,374.3705924326691
Московская область,Московская область,2013,177200.0,98.419,6.0128922,827.0469821026658,14.450688,520.4106286426355,281.38647391377896,5.1420555,850.9884714895281,14.812026,460.98711213590144
Московская область,Московская область,2014,284000.0,103.288,6.352961,478.87171528804515,15.115504,261.68184542309666,208.9547039049676,6.0128922,827.0469821026658,14.450688,520.4106286426355
Московская область,Московская область,2015,414600.0,133.618,6.7255573,634.0987912126477,14.314605,396.05214922766817,189.858763081023,6.352961,478.87171528804515,15.115504,261.68184542309666
Московская область,Московская область,2016,357500.0,144.76,5.980252,788.222585988009,15.038295,443.0529807761334,285.53086771439575,6.7255573,634.0987912126477,14.314605,396.05214922766817
Московская область,Московская область,2017,426800.0,148.186,5.639755,765.6808136035835,13.040509,421.73837594069107,259.78370606631177,5.980252,788.222585988009,15.038295,443.0529807761334
Московская область,Московская область,2018,369300.0,137.077,5.908355,536.206075486304,15.593651,300.78840259570944,252.65446408685,5.639755,765.6808136035835,13.040509,421.73837594069107
Московская область,Московская область,2019,388300.0,147.939,7.0211644,672.904602131386,14.235133,380.87155013606287,206.76653589766244,5.908355,536.206075486304,15.593651,300.78840259570944
Московская область,Московская область,2020,529900.0,165.096,7.488554,742.4708172493968,13.877644,474.8611322661926,214.66965584999798,7.0211644,672.904602131386,14.235133,380.87155013606287
Московская область,Московская область,2021,444000.0,163.583,5.730499,769.1110468530047,15.213521,423.2829442585426,245.72034385358018,7.488554,742.4708172493968,13.877644,474.8611322661926
Московская область,Московская область,2022,654200.0,174.20902,6.0786247,577.6318996846229,14.084943,340.553896549,269.194340937722,5.730499,769.1110468530047,15.213521,423.2829442585426
